Date,ET(mm/day)
20220419,1.578424
20220420,1.1211265
20220421,1.1133237
20220422,1.2496755
20220423,1.4569439
20220424,1.3754596
20220425,1.5719961
20220426,1.8958925
20220427,1.7500391
20220428,1.705775
20220429,0.93333793
20220430,1.7792625
20220501,2.2199912
20220502,1.9758011
20220503,2.289166
20220504,2.8552999
20220505,2.5737755
20220506,2.3605523
20220507,2.2036443
20220508,1.9278017
20220509,2.2294419
20220510,2.1735392
20220511,2.2646337
20220512,1.7876945
20220513,1.8934823
20220514,1.6559765
20220515,2.236939
20220516,2.7241099
20220517,2.4256988
20220518,2.5902412
20220519,2.345293
20220520,1.9543986
20220521,2.1903145
20220522,2.313122
20220523,2.1619227
20220524,1.5025407
20220525,1.6271063
20220526,1.1748904
20220527,1.0469263
20220528,1.5707215
20220529,1.96416
20220530,2.1069763
20220531,1.6242791
20220601,1.8763731
20220602,2.4594858
20220603,2.624119
20220604,2.9579732
20220605,2.5004723
20220606,2.8709886
20220607,2.6474724
20220608,2.9688058
20220609,3.2774131
20220610,3.6412292
20220611,3.6393731
20220612,2.8312626
20220613,4.5393491
20220614,4.0023437
20220615,3.2252779
20220616,3.5352895
20220617,3.9581792
20220618,3.5302229
20220619,3.3760211
20220620,4.040451
20220621,3.7896771
20220622,4.0102167
20220623,3.3279386
20220624,3.7184434
20220625,3.5795944
20220626,4.212544
20220627,4.1818299
20220628,4.7304425
20220629,4.2698636
20220630,4.5777245
20220701,4.0336151
20220702,3.3923402
20220703,4.4145408
20220704,4.5566416
20220705,3.1326251
20220706,4.2409983
20220707,3.9035861
20220708,3.9311223
20220709,4.2186861
20220710,4.4212484
20220711,4.386951
20220712,4.2950468
20220713,4.6994686
20220714,4.1988292
20220715,4.3571963
20220716,4.384613
20220717,3.0646067
20220718,1.8855419
20220719,4.4162655
20220720,4.4236097
20220721,3.2813711
20220722,2.0775502
20220723,1.8476121
20220724,3.0014775
20220725,2.5294316
20220726,2.3143167
20220727,3.3311574
20220728,2.4282577
20220729,2.8341968
20220730,3.0832586
20220731,3.0309212
20220801,2.9942997
20220802,2.9927654
20220803,2.8375809
20220804,2.7099688
20220805,2.9359725
20220806,3.2349432
20220807,2.7967942
20220808,2.9806805
20220809,2.6389718
20220810,1.7822328
20220811,3.0257835
20220812,2.7126634
20220813,3.1432436
20220814,2.2312629
20220815,3.3816462
20220816,3.5251129
20220817,3.4661934
20220818,3.5373416
20220819,3.5044849
20220820,3.7282629
20220821,3.6312058
20220822,3.8955381
20220823,3.5610378
20220824,3.6658285
20220825,3.4170001
20220826,2.7759175
20220827,2.9719813
20220828,3.1125076
20220829,3.2457411
20220830,3.6513853
20220831,3.1101472
20220901,2.6966197
20220902,2.6988707
20220903,2.6798861
20220904,2.3099372
20220905,0.76515859
20220906,2.0263445
20220907,2.2973959
20220908,2.1672933
20220909,0.94025481
20220910,2.0914409
20220911,1.6400707
20220912,1.415899
20220913,1.6068134
20220914,1.9668579
20220915,1.3215512
20220916,1.2030877
20220917,0.69813526
20220918,1.175962
20220919,1.1013434
20220920,1.6618469
20220921,1.8420582
20220922,1.6952925
20220923,0.40939054
20220924,0.33494034
20220925,1.2181907
20220926,1.7835591
20220927,1.0270386
20220928,1.5056055
20220929,1.4202046
20220930,0.92972219
20221001,1.6003966
20221002,1.1461072
20221003,1.7551926
20221004,1.5671524
20221005,1.3567448
20221006,1.2722275
20221007,1.2140195
20221008,1.1333808
20221009,0.64738083
20221010,0.11990127
20221011,0.5517863
20221012,0.99535155
20221013,1.0443237
20221014,0.52696121
20221015,1.0313449
20221016,1.791804
20221017,1.7151179
20221018,1.4286426
20221019,1.4144758
20221020,0.28388479
20221021,1.420194
20221022,1.0703318
20221023,1.5579822
20221024,0.62172705
20221025,0.92144948
20221026,0.36821955
20221027,0.58916092
20221028,0.67092907
20221029,1.1207962
20221030,1.5902327
20221031,1.2590227
20221101,0.98170477
20221102,0.50962877
20221103,1.0700703
20221104,1.2869246
20221105,1.1016277
20221106,1.318952
20221107,0.98891312
20221108,0.91070276
20221109,1.6286225
20221110,1.2748123
20221111,1.3808119
20221112,1.1802982
20221113,0.96570361
20221114,1.3173094
20221115,0.97104013
20221116,0.88972169
20221117,1.1107972
20221118,1.125458
20221119,1.4798268
20221120,1.3068132
20221121,1.194592
20221122,1.3023973
20221123,0.56653267
20221124,1.1291519
20221125,1.2307451
20221126,0.94999278
20221127,0.87483823
20221128,1.5735514
20221129,1.0324295
20221130,1.4828401
20221201,1.3051133
20221202,1.0812801
20221203,1.3113319
20221204,0.9597972
20221205,1.3199471
20221206,1.1482024
20221207,0.98069954
20221208,0.9912284
20221209,0.95914239
20221210,1.1119732
20221211,0.87164479
20221212,1.3973403
20221213,0.76050842
20221214,0.99897879
20221215,1.0652715
20221216,1.0616304
20221217,0.884426
20221218,0.17139201
20221219,0.86779231
20221220,1.0502204
20221221,0.68800247
20221222,0.70062345
20221223,0.74962413
20221224,0.98189121
20221225,1.2361237
20221226,0.85467637
20221227,1.4240984
20221228,0.7654227
20221229,0.90770352
20221230,0.93165475
20221231,0.93091977
20230101,0.94981253
20230102,0.95180178
20230103,1.126448
20230104,1.0853567
20230105,0.78421098
20230106,0.90335947
20230107,1.0183858
20230108,1.0740349
20230109,0.91176224
20230110,1.1835942
20230111,1.2769428
20230112,1.0932993
20230113,0.93603426
20230114,1.0460746
20230115,0.76647735
20230116,0.88833326
20230117,1.1330115
20230118,0.73037344
20230119,1.1692576
20230120,0.69019264
20230121,1.471349
20230122,0.86468166
20230123,0.69609213
20230124,1.0508529
20230125,1.0732846
20230126,1.1480011
20230127,0.93007332
20230128,1.1140141
20230129,1.1929395
20230130,0.8411321
20230131,0.96882176
20230201,0.84157622
20230202,1.3063068
20230203,0.79347634
20230204,0.88281554
20230205,1.0861788
20230206,0.88733059
20230207,1.1428615
20230208,0.99508977
20230209,1.0505073
20230210,0.92408323
20230211,1.171131
20230212,0.9098714
20230213,1.1391537
20230214,0.96986967
20230215,0.8254922
20230216,0.76468784
20230217,1.2205349
20230218,1.1184654
20230219,1.1540306
20230220,1.0442835
20230221,0.84098309
20230222,0.85722768
20230223,1.1752121
20230224,1.2828141
20230225,0.8188203
20230226,0.69624239
20230227,0.93284702
20230228,1.0840182
20230301,1.3811569
20230302,1.3240598
20230303,0.61961293
20230304,1.184321
20230305,1.0446472
20230306,1.2327201
20230307,1.3692908
20230308,1.0503531
20230309,0.80748582
20230310,0.99742579
20230311,0.46708786
20230312,1.3952774
20230313,1.2221321
20230314,0.76518595
20230315,0.72357017
20230316,1.8749202
20230317,1.4201869
20230318,1.805707
20230319,1.0204003
20230320,0.85256064
20230321,1.042348
20230322,1.447775
20230323,0.69065416
20230324,1.1906132
20230325,1.3992916
20230326,1.8028315
20230327,0.51114476
20230328,0.93986231
20230329,1.0545787
20230330,0.97659111
20230331,0.97220069
20230401,1.5679482
20230402,1.1000748
20230403,1.3296641
20230404,1.6880018
20230405,1.0605712
20230406,0.85735357
20230407,1.382139
20230408,1.3978113
20230409,1.1006171
20230410,1.3483462
20230411,1.3002579
20230412,1.4460825
20230413,2.1183777
20230414,1.7943424
20230415,1.8117917
20230416,2.1911421
20230417,1.7336936
20230418,1.5478433
20230419,1.6966608
20230420,1.0095153
20230421,1.7139287
20230422,2.1178439
20230423,0.86334109
20230424,0.9706099
20230425,1.7612174
20230426,1.5929931
20230427,2.2093408
20230428,1.9604725
20230429,1.5615752
20230430,1.9397662
20230501,1.9417363
20230502,2.1748505
20230503,1.7992917
20230504,2.1068299
20230505,1.905646
20230506,2.2207038
20230507,1.6714656
20230508,2.0044577
20230509,2.498857
20230510,2.6525593
20230511,2.8994105
20230512,2.565799
20230513,2.7572243
20230514,2.9862928
20230515,2.2699411
20230516,1.9834284
20230517,3.0123723
20230518,3.6708341
20230519,3.1423652
20230520,3.4985659
20230521,2.7938464
20230522,2.8770845
20230523,3.3862312
20230524,4.3143435
20230525,3.3491046
20230526,4.1455584
20230527,3.3138511
20230528,4.0736384
20230529,4.2786555
20230530,2.9250667
20230531,3.1970708
20230601,2.5442133
20230602,3.136199
20230603,3.5397468
20230604,3.4258242
20230605,2.1976018
20230606,3.1618237
20230607,3.7975307
20230608,3.9346492
20230609,3.4885514
20230610,3.2707241
20230611,2.6079698
20230612,3.6107244
20230613,3.3251054
20230614,3.1814778
20230615,3.1552429
20230616,3.4713418
20230617,2.8291101
20230618,3.0739601
20230619,2.9587533
20230620,3.0651391
20230621,3.3573968
20230622,3.7433608
20230623,3.8314729
20230624,4.4016004
20230625,4.0135956
20230626,2.8805277
20230627,3.1101372
20230628,3.8619771
20230629,3.7849543
20230630,3.2531602
20230701,1.2396441
20230702,4.4173455
20230703,3.8701327
20230704,3.9134851
20230705,3.6433814
20230706,3.9071405
20230707,4.3046956
20230708,4.6495013
20230709,4.0676212
20230710,3.8438575
20230711,3.9847872
20230712,3.3327279
20230713,3.8190336
20230714,4.0690999
20230715,3.9806063
20230716,3.7071812
20230717,4.0863585
20230718,4.3234324
20230719,4.0672688
20230720,4.0032997
20230721,3.8539987
20230722,4.1612625
20230723,4.085536
20230724,4.1273789
20230725,4.4382672
20230726,4.4638448
20230727,3.9004979
20230728,3.661315
20230729,3.8990285
20230730,3.6794932
20230731,3.4992671
20230801,3.5024407
20230802,4.1519365
20230803,4.1457219
20230804,3.5690904
20230805,3.4036663
20230806,4.0830808
20230807,3.031574
20230808,2.0204699
20230809,2.7857904
20230810,3.5016317
20230811,3.5202177
20230812,1.6715486
20230813,2.8527436
20230814,3.3045785
20230815,3.4477751
20230816,3.2186873
20230817,3.4852414
20230818,3.6238654
20230819,3.4790983
20230820,3.6026235
20230821,3.2423487
20230822,2.9720914
20230823,2.9899378
20230824,2.9345119
20230825,2.6280105
20230826,2.9858277
20230827,3.0473921
20230828,3.2719457
20230829,3.270474
20230830,1.5133928
20230831,2.6164436
20230901,2.699913
20230902,2.4608648
20230903,1.8891846
20230904,1.7692137
20230905,2.0312643
20230906,1.24806
20230907,1.3498607
20230908,1.5885235
20230909,1.1658146
20230910,1.7398304
20230911,1.2942709
20230912,0.41657838
20230913,1.375809
20230914,1.1522737
20230915,1.0994297
20230916,0.84526992
20230917,1.2809329
20230918,1.2801174
20230919,1.6093886
20230920,1.3353026
20230921,1.3786571
20230922,1.8326457
20230923,1.2937248
20230924,1.4359721
20230925,1.6266797
20230926,1.632732
20230927,0.48561209
20230928,1.3398662
20230929,1.7783169
20230930,0.8265
20231001,0.6985333
20231002,1.4864446
20231003,0.88409704
20231004,1.1743799
20231005,1.6208252
20231006,1.6714283
20231007,1.5848978
20231008,1.438284
20231009,1.2587284
20231010,0.31085676
20231011,0.8121624
20231012,1.4954306
20231013,1.1997428
20231014,1.3812469
20231015,1.1246592
20231016,1.7204342
20231017,1.0251248
20231018,0.58102417
20231019,0.16623029
20231020,0.69975024
20231021,1.0641407
20231022,1.1262501
20231023,1.3006383
20231024,0.93308938
20231025,1.8483593
20231026,1.116707
20231027,1.13844
20231028,1.2218909
20231029,1.0277792
20231030,1.7196825
20231031,1.3349094
20231101,1.1317276
20231102,1.0067793
20231103,0.93309557
20231104,1.2541353
20231105,1.1040525
20231106,0.93644273
20231107,1.1180439
20231108,1.1082486
20231109,1.0167909
20231110,1.2146806
20231111,1.1081923
20231112,0.98589098
20231113,0.37172616
20231114,0.79813129
20231115,0.82695645
20231116,1.0494773
20231117,1.1295732
20231118,1.011485
20231119,1.2529336
20231120,1.3338193
20231121,1.15399
20231122,0.87568474
20231123,0.70011204
20231124,1.2689584
20231125,0.98743486
20231126,1.0916597
20231127,1.0261005
20231128,1.1541798
20231129,0.59516937
20231130,1.1635596
20231201,1.156873
20231202,1.187995
20231203,0.95508051
20231204,0.98964018
20231205,0.4676877
20231206,0.98216951
20231207,1.1092534
20231208,0.54937947
20231209,1.2182961
20231210,1.3695698
20231211,1.1119927
20231212,0.98973978
20231213,0.92878109
20231214,0.81458342
20231215,1.2050248
20231216,0.9317168
20231217,1.0452802
20231218,0.93613416
20231219,0.85146242
20231220,1.1489739
20231221,0.83520383
20231222,1.2974271
20231223,0.67097104
20231224,1.1909621
20231225,0.93657774
20231226,1.0265205
20231227,1.1788112
20231228,1.1460186
20231229,1.0857013
20231230,0.62119973
20231231,0.95681065
20240101,0.38382295
20240102,1.0655681
20240103,0.9409737
20240104,0.96874648
20240105,0.8279286
20240106,0.48370355
20240107,0.77922851
20240108,0.78066695
20240109,0.97203404
20240110,0.55632758
20240111,0.91480136
20240112,0.90659857
20240113,0.59320039
20240114,0.78127253
20240115,1.1292936
20240116,1.2590079
20240117,1.2481456
20240118,1.2347444
20240119,1.0697131
20240120,0.62523961
20240121,1.2124072
20240122,0.90563416
20240123,1.0772893
20240124,1.0645454
20240125,0.70191401
20240126,1.2653761
20240127,0.72758889
20240128,0.96017307
20240129,0.85126686
20240130,1.1248249
20240131,1.3672076
20240201,1.0382119
20240202,0.78860921
20240203,0.79969519
20240204,0.99840164
20240205,0.910658
20240206,1.122196
20240207,0.79697186
20240208,0.81999123
20240209,0.94168675
20240210,1.3153266
20240211,1.5585144
20240212,1.0651258
20240213,0.70074761
20240214,1.0562429
20240215,1.0086169
20240216,1.0319854
20240217,0.95596677
20240218,0.74001694
20240219,1.0502447
20240220,0.81157744
20240221,0.99461186
20240222,0.75677729
20240223,0.71191442
20240224,1.2570604
20240225,1.1074517
20240226,1.0600182
20240227,1.1108067
20240228,0.85853499
20240229,1.2611806
20240301,1.2641823
20240302,0.82556468
20240303,1.3529211
20240304,0.84920245
20240305,1.2362508
20240306,0.87947786
20240307,1.4839753
20240308,0.80744594
20240309,0.99547529
20240310,0.86096317
20240311,1.2606673
20240312,0.93578732
20240313,0.32565445
20240314,0.95255911
20240315,0.21551746
20240316,1.0944651
20240317,1.0836132
20240318,1.7175387
20240319,1.5371454
20240320,0.49501193
20240321,0.3751373
20240322,0.21908356
20240323,1.7883379
20240324,0.42054078
20240325,0.98733544
20240326,1.1406388
20240327,0.84805739
20240328,0.55998939
20240329,0.29024869
20240330,0.75314927
20240331,1.2363833
20240401,1.2362721
20240402,0.32427374
20240403,0.20273067
20240404,0.37368071
20240405,0.69520193
20240406,1.0811512
20240407,0.75993294
20240408,1.8295095
20240409,0.67275923
20240410,1.1428826
20240411,1.2129576
20240412,0.4426564
20240413,1.7784697
20240414,1.5973579
20240415,0.81051522
20240416,0.74743974
20240417,0.84933937
20240418,0.88183403
20240419,0.78971422
20240420,0.94958371
20240421,1.367249
20240422,1.5765245
20240423,1.4248501
20240424,1.3268688
20240425,1.5724099
20240426,1.3579098
20240427,1.332037
20240428,1.2744188
20240429,1.3782737
20240430,1.3457799
20240501,1.688707
20240502,1.4834371
20240503,1.800944
20240504,1.3802236
20240505,2.1080782
20240506,1.1947867
20240507,1.0527488
20240508,1.7663201
20240509,1.6082751
20240510,2.0651898
20240511,1.557952
20240512,1.5699199
20240513,1.8016809
20240514,1.8387852
20240515,1.9476092
20240516,1.4742858
20240517,1.6363939
20240518,1.123031
20240519,2.3391571
20240520,2.0326908
20240521,1.539557
20240522,1.8326931
20240523,1.8624837
20240524,1.9888264
20240525,1.4329809
20240526,1.1155596
20240527,1.8320893
20240528,1.6633252
20240529,1.9053506
20240530,2.9250484
20240531,2.3738575
20240601,3.3158884
20240602,3.3572841
20240603,3.1564276
20240604,3.557626
20240605,3.5341167
20240606,4.3611374
20240607,4.1292272
20240608,1.8863935
20240609,2.469696
20240610,0.79415196
20240611,2.3493779
20240612,3.3942876
20240613,3.0643835
20240614,3.521991
20240615,2.6893144
20240616,3.135782
20240617,3.2003477
20240618,2.9444406
20240619,2.5271466
20240620,1.9465469
20240621,1.0935119
20240622,2.3907533
20240623,2.9045074
20240624,2.5391173
20240625,2.3357484
20240626,0.20392148
20240627,1.8215007
20240628,1.646239
20240629,1.7507668
20240630,2.2883344
20240701,2.2846923
20240702,1.5810027
20240703,2.1076071
20240704,2.2408669
20240705,2.430583
20240706,1.9263272
20240707,1.6123571
20240708,2.0825136
20240709,2.3188114
20240710,2.4688473
20240711,2.8870549
20240712,2.7244699
20240713,2.9905238
20240714,3.1581979
20240715,3.3269
20240716,3.4505103
20240717,3.3705027
20240718,3.9317403
20240719,2.7507594
20240720,3.3147848
20240721,2.7473345
20240722,2.8937917
20240723,3.2528107
20240724,2.969763
20240725,3.5634096
20240726,3.441946
20240727,4.1153569
20240728,4.3860393
20240729,0.75766438
20240730,3.3206754
20240731,2.7158601
20240801,3.1774449
20240802,3.12941
20240803,2.4545076
20240804,3.1021171
20240805,2.6369333
20240806,1.4214132
20240807,1.6519525
20240808,2.4105525
20240809,2.3662088
20240810,2.9041162
20240811,3.2346158
20240812,3.0888464
20240813,2.6282222
20240814,2.5172062
20240815,1.9214387
20240816,2.1030257
20240817,2.5867093
20240818,2.1770358
20240819,2.1511509
20240820,1.9105775
20240821,1.6684743
20240822,1.5149531
20240823,1.5392141
20240824,2.0063596
20240825,1.5397189
20240826,1.8247317
20240827,2.0674551
20240828,2.6093678
20240829,2.0328944
20240830,2.394552
20240831,2.009227
20240901,2.0057642
20240902,1.6401792
20240903,1.5760589
20240904,1.5800349
20240905,1.9892672
20240906,1.529579
20240907,1.5970594
20240908,1.6386776
20240909,1.3769034
20240910,1.3408549
20240911,1.2627952
20240912,1.1859756
20240913,2.0477571
20240914,2.1788495
20240915,1.9921813
20240916,0.92664915
20240917,2.009186
20240918,1.8432016
20240919,0.75082433
20240920,1.8171654
20240921,1.3475804
20240922,1.3351605
20240923,1.166378
20240924,1.5286281
20240925,1.0707572
20240926,1.728619
20240927,1.7631841
20240928,1.5808293
20240929,1.9397732
20240930,1.7821586
20241001,1.3829371
20241002,1.5960771
20241003,1.7853364
20241004,1.0338933
20241005,1.4463286
20241006,0.47728145
20241007,0.31285033
20241008,0.68281913
20241009,1.5847118
20241010,1.6472133
20241011,1.6254838
20241012,1.5922618
20241013,1.0736388
20241014,1.3474793
20241015,1.2145509
20241016,1.5430348
20241017,1.9126556
20241018,0.47816643
20241019,0.17587371
20241020,0.6907894
20241021,1.4535478
20241022,1.4943542
20241023,1.2861079
20241024,0.87951893
20241025,1.7002351
20241026,1.9371299
20241027,1.4925339
20241028,1.1713946
20241029,1.3334569
20241030,1.6897297
20241031,1.3220038
20241101,1.334311
20241102,1.6168481
20241103,1.6837132
20241104,1.3702406
20241105,1.0686908
20241106,1.0466982
20241107,0.95950329
20241108,0.95221132
20241109,0.54236239
20241110,1.1438692
20241111,1.2077575
20241112,1.1093075
20241113,1.4636419
20241114,0.97001684
20241115,1.2012609
20241116,1.1589564
20241117,1.0828652
20241118,1.4652472
20241119,0.77777249
20241120,1.2007416
20241121,1.1563686
20241122,0.35251379
20241123,1.2960312
20241124,1.512759
20241125,1.1924843
20241126,1.1145554
20241127,0.92880893
20241128,0.91675162
20241129,0.06117104
20241130,1.1674652
20241201,0.98267442
20241202,1.2472286
20241203,1.2092273
20241204,1.3944154
20241205,1.3291479
20241206,1.4035652
20241207,1.2622011
20241208,0.6678158
20241209,0.43777701
20241210,1.2221718
20241211,1.2224768
20241212,1.1050835
20241213,0.87261438
20241214,1.0447562
20241215,0.77085114
20241216,1.135211
20241217,0.95187557
20241218,0.73256898
20241219,0.71891755
20241220,0.80330503
20241221,0.90786117
20241222,0.58043748
20241223,1.080174
20241224,1.0182314
20241225,0.5824846
20241226,1.055601
20241227,1.1973447
20241228,0.90517932
20241229,1.1417868
20241230,0.7484957
20241231,1.0798285
20250101,0.95596892
20250102,0.13982436
20250103,0.71759057
20250104,1.1831675
20250105,0.97334099
20250106,1.1358693
20250107,1.1534984
20250108,0.9585101
20250109,1.2139912
20250110,1.0999908
20250111,1.2239654
20250112,0.98300129
20250113,1.2607763
20250114,1.224406
20250115,1.2759275
20250116,1.1862898
20250117,0.83742607
20250118,0.92688936
20250119,0.8445766
20250120,0.85790634
20250121,1.1298491
20250122,1.1782039
20250123,1.1126988
20250124,1.1483179
20250125,1.0966543
20250126,0.72781777
20250127,1.1997371
20250128,1.0976517
20250129,1.2535326
20250130,1.2735903
20250131,1.3287092
20250201,0.92578
20250202,1.1018689
20250203,0.98207968
20250204,0.73030961
20250205,1.1524239
20250206,0.83829099
20250207,0.29634029
20250208,1.1998291
20250209,1.4459656
20250210,1.8205575
20250211,0.94971865
20250212,1.0086784
20250213,0.84374326
20250214,0.82075882
20250215,0.71468079
20250216,0.80223358
20250217,0.50031143
20250218,0.67417121
20250219,0.72840983
20250220,0.91234964
20250221,1.2951095
20250222,1.4010903
20250223,1.273736
20250224,0.80770302
20250225,0.91831225
20250226,0.79946649
20250227,0.50764227
20250228,0.67503422
20250301,0.59136176
20250302,1.0589755
20250303,0.98021728
20250304,0.65138632
20250305,1.4251579
20250306,1.0343629
20250307,0.98724657
20250308,1.4629507
20250309,1.1167991
20250310,0.77708334
20250311,0.66506118
20250312,1.0542382
20250313,1.058089
20250314,1.4732422
20250315,1.2207333
20250316,0.72978485
20250317,0.88117468
20250318,1.3050953
20250319,0.95041806
20250320,1.4350442
20250321,1.0862659
20250322,0.94864649
20250323,1.0731499
20250324,1.1146827
20250325,0.82386792
20250326,1.4309957
20250327,1.3885244
20250328,1.1319689
20250329,1.8048933
20250330,1.645982
20250331,1.0287275
20250401,0.58510917
20250402,1.4199145
20250403,0.96510696
20250404,1.0893567
20250405,1.2180619
20250406,1.4865731
20250407,1.464627
20250408,1.3541158
20250409,0.7117731
20250410,1.7768414
20250411,1.0223045
20250412,1.4717741
20250413,1.4231113
20250414,1.1426507
20250415,0.73184007
20250416,1.0345662
20250417,1.1416276
20250418,0.7308706
20250419,0.85589349
20250420,1.1149675
20250421,1.2417231
20250422,1.027241
20250423,1.2582316
20250424,1.5009501
20250425,1.2716235
20250426,1.0868201
20250427,1.657074
20250428,1.538576
20250429,1.2790811
20250430,0.18204105
20250501,1.634456
20250502,1.7856956
20250503,1.9141586
20250504,0.82108027
20250505,0.89878422
20250506,1.3588682
20250507,1.6342978
20250508,1.3438121
20250509,1.8381836
20250510,1.8012518
20250511,1.9864405
20250512,1.786316
20250513,2.208267
20250514,2.9199822
20250515,2.1719913
20250516,2.7642884
20250517,2.5536265
20250518,3.0151074
20250519,2.379271
20250520,2.9715042
20250521,2.6077693
20250522,2.9470704
20250523,2.7169299
20250524,2.6872118
20250525,2.9238799
20250526,3.5624044
20250527,3.2165554
20250528,3.6635091
20250529,3.1274815
20250530,2.2020779
20250531,3.3128896
20250601,3.7570276
20250602,3.7496929
20250603,4.1950412
20250604,4.5440807
20250605,3.601248
20250606,3.3669963
20250607,3.257633
20250608,1.0004246
20250609,2.6717296
20250610,3.5144944
20250611,3.7037358
20250612,3.469435
20250613,4.1546154
20250614,2.814368
20250615,2.3894463
20250616,3.298358
20250617,2.9315972
20250618,2.8755927
20250619,3.2158153
20250620,2.6285164
20250621,2.9011457
20250622,3.1659806
20250623,1.5506186
20250624,0.88409543
20250625,3.0093775
20250626,2.342792
20250627,2.4361382
20250628,2.8211558
20250629,2.5399995
20250630,2.7427778
20250701,2.5982523
20250702,3.1266334
20250703,3.3433983
20250704,2.9511478
20250705,3.3727031
20250706,3.6659191
20250707,4.1023874
20250708,2.2100697
20250709,1.4216276
20250710,2.9297276
20250711,3.1649697
20250712,3.0921783
20250713,2.5728202
20250714,2.4244394
20250715,2.6193409
20250716,2.3607543
20250717,2.5056396
20250718,3.1927731
20250719,2.8702149
20250720,3.0392561
20250721,3.2896447
20250722,2.9879479
20250723,2.9202204
20250724,3.3648679
20250725,3.6125548
20250726,3.5048132
20250727,3.4592974
20250728,3.1501312
20250729,3.3038948
20250730,3.6910508
20250731,4.2188153
20250801,3.6134708
20250802,3.8926942
20250803,4.0912452
20250804,4.2803841
20250805,4.9218712
20250806,4.7683401
20250807,4.3876152
20250808,3.8259232
20250809,4.3606167
20250810,4.3920732
20250811,4.037559
20250812,2.7927074
20250813,4.5328369
20250814,4.6652136
20250815,2.8055601
20250816,4.154212
20250817,3.0665424
20250818,3.9628525
20250819,4.0078883
20250820,3.2823918
20250821,4.0328674
20250822,4.0187044
20250823,4.1514611
20250824,3.5198421
20250825,3.8002377
20250826,3.4804814
20250827,3.5797925
20250828,2.5683692
20250829,2.98996
20250830,3.5989678
20250831,2.6818044
20250901,2.1962643
20250902,2.7345798
20250903,3.2990329
20250904,2.8905876
20250905,2.8357916
20250906,1.3949933
20250907,0.13391879
20250908,1.9727226
20250909,2.777544
20250910,2.5438154
20250911,1.5521811
20250912,0.43509951
20250913,0.71284103
20250914,1.2008328
20250915,1.3764306
20250916,1.576611
20250917,0.60984308
20250918,0.69897461
20250919,0.38957044
20250920,0.64016694
20250921,0.53527927
20250922,1.0304078
20250923,1.3507252
20250924,1.3852484
20250925,1.5280741
20250926,1.6471554
20250927,0.92924696
20250928,1.3123615
20250929,2.1211112
20250930,0.9180212
20251001,1.4270922
20251002,1.5301416
20251003,2.1429689
20251004,1.4725779
20251005,0.6461857
20251006,1.2068449
20251007,1.5697567
20251008,0.69761455
20251009,1.3531256
20251010,0.78837937
20251011,0.96495223
20251012,0.95478249
20251013,1.5941429
20251014,0.92842126
20251015,1.0536791
20251016,1.5065839
20251017,1.3744394
20251018,0.60222429
20251019,1.2780112
20251020,1.0942032
20251021,1.4918509
20251022,0.68899381
20251023,0.74140388
20251024,0.6277765
20251025,1.1315084
20251026,1.3510679
20251027,1.6410381
20251028,1.3183753
20251029,0.78491133
20251030,0.9871605
20251031,0.96453136
20251101,0.97011703
20251102,1.3336396
20251103,1.1841371
20251104,0.87184113
20251105,1.1290561
20251106,1.453052
20251107,1.3053119
20251108,1.525117
